Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,24.136589050293,..,..,..,..,30.7707691192627,..,..,..,35.821418762207,36.1711807250977,36.8098182678223,..,..,..,..,..,..,..,..,..,..,..,..,48.7241592407227,32.5947456359863,32.9619941711426,33.2234001159668,34.0497093200684,34.9868240356445,35.2522583007812,35.7121162414551,36.2433128356934,36.6454200744629,37.8796691894531,36.4735717773438,37.2967414855957,38.0063781738281,38.0628814697266,38.0480690002441,38.3180809020996,39.3158302307129,40.1651496887207,40.7895698547363,40.8264198303223,41.152271270752,42.3129806518555,43.3115348815918,43.7934112548828,44.6951713562012,46.2867317199707,45.8285980224609,45.8894386291504,47.1489868164062
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,7.40000009536743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.3646697998047,..,..,..,..,..,..,..,..,27.5555896759033,..,..,..,..,..,..,..,..,..,37.3648910522461,..,..,..,..,..,40.8106384277344,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.3409690856934,..,..,..,36.0941963195801,21.5301895141602,37.5337905883789,39.0508880615234,41.5660171508789,42.5823402404785,43.3501319885254,45.6528549194336,46.3734664916992,47.1515922546387,47.5545463562012,40.2759704589844,50.0226783752441,51.1924285888672,51.8652610778809,53.2947158813477,43.8632698059082,55.2305679321289,55.7530822753906,56.2153816223145,57.3237533569336,47.6745681762695,58.9546966552734,59.4432792663574,59.8476753234863,60.8823738098145,49.667610168457,62.2785263061523,63.1919555664062,64.5579147338867,65.3256530761719,49.2990112304688,67.2747039794922,68.0393142700195
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,21.2481899261475,..,..,..,..,26.2999992370605,..,..,..,31.1000003814697,31.8913097381592,32.1531105041504,..,..,..,..,..,..,..,..,45.2398109436035,..,..,..,46.5410614013672,30.4002952575684,31.028980255127,31.5116176605225,32.3040504455566,33.2317657470703,33.7552146911621,34.4499320983887,35.173282623291,35.7668762207031,37.5299110412598,36.2299385070801,37.4542388916016,37.8480033874512,38.2589111328125,38.6207695007324,39.1374206542969,39.944938659668,40.6632308959961,41.5046691894531,41.8897018432617,42.3375091552734,43.5118789672852,44.6631660461426,45.167911529541,46.3481178283691,48.089168548584,47.914421081543,48.1234016418457,49.1423606872559
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.3854293823242,..,..,..,..,..,..,..,..,..,80.304557800293,..,..,..,..,..,89.2892532348633,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.8145484924316,..,..,..,62.8882293701172,47.7025108337402,65.3673934936523,67.2070770263672,67.6769256591797,68.5245132446289,69.8582000732422,70.9695587158203,71.7848281860352,72.7230987548828,73.9130172729492,63.4517784118652,75.993522644043,77.3124771118164,77.8134307861328,78.928840637207,79.1220779418945,80.3800811767578,81.2212295532227,81.8024291992188,82.740104675293,82.7405090332031,83.6721343994141,84.4204788208008,84.9180297851562,85.2960510253906,84.8873825073242,86.8992004394531,87.6266632080078,87.792594909668,88.501350402832,87.1163787841797,89.6388778686523,90.0509567260742
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.9700622558594,89.4073257446289,89.5705642700195,90.1214447021484,90.3684997558594,90.8252487182617,90.9064178466797,91.2186050415039,91.5402603149414,91.7023239135742,86.3436126708984,85.4364624023438,86.40869140625,92.7727584838867,87.2264022827148,87.1326675415039,87.6601486206055,88.0463714599609,88.0367279052734,88.6239929199219,88.8588333129883,88.7589416503906,89.598388671875,90.2641983032227,90.1592025756836,94.7953109741211,91.3008499145508,91.8721466064453,91.7543563842773,95.4542388916016
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.9347991943359,..,..,..,..,..,..,..,..,..,73.3566970825195,..,..,..,..,..,85.4252395629883,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.5653305053711,..,..,..,64.2317047119141,51.1507682800293,66.4846496582031,68.2612152099609,68.703369140625,69.871223449707,70.6338577270508,72.4576416015625,73.1770248413086,73.9011535644531,75.0411605834961,71.4653015136719,77.001708984375,78.093620300293,78.5952529907227,79.5366516113281,79.706657409668,80.7910842895508,81.31103515625,81.8826217651367,82.5238571166992,82.7580795288086,83.4855422973633,84.2044219970703,84.649528503418,85.32666015625,84.0237121582031,86.0090179443359,86.6985855102539,87.0673599243164,87.7608032226562,85.8831787109375,88.6919403076172,89.0727386474609
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.0670776367188,89.4151458740234,89.7241973876953,89.923942565918,90.3437423706055,90.8471755981445,90.7573776245117,91.1096954345703,91.1493835449219,91.1940612792969,85.5804901123047,84.9267272949219,85.0402297973633,92.0730056762695,85.9538269042969,86.2532730102539,86.6000900268555,87.1022109985352,87.2910919189453,87.637092590332,87.7244033813477,88.0365524291992,88.5458297729492,89.3324737548828,89.4244232177734,94.5840148925781,90.5533065795898,90.7257537841797,90.5948791503906,95.1148071289062
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.6993789672852,..,..,..,..,..,..,..,..,..,77.0159683227539,..,..,..,..,..,87.4534378051758,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.1334495544434,..,..,..,63.5420532226562,49.3545188903809,65.9113540649414,67.7197113037109,68.1758346557617,69.1791915893555,70.2353057861328,71.6934432983398,72.4626541137695,73.2967681884766,74.4628753662109,67.7451324462891,76.4856796264648,77.6938934326172,78.1951293945312,79.2255935668945,79.4033889770508,80.5808181762695,81.2651138305664,81.8416213989258,82.634391784668,82.7489929199219,83.580940246582,84.3148803710938,84.7867736816406,85.3110198974609,84.4691925048828,86.4637603759766,87.1723480224609,87.4373016357422,88.1384048461914,86.5175704956055,89.1743698120117,89.5703811645508
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.0161743164062,89.4110412597656,89.6436080932617,90.0273208618164,90.3566970825195,90.8356781005859,90.835578918457,91.1667633056641,91.3540420532227,91.4598236083984,85.9772567749023,85.191780090332,85.7510070800781,92.4371490478516,86.614128112793,86.7090835571289,87.1494064331055,87.5908889770508,87.6791000366211,88.1503067016602,88.3135833740234,88.4119720458984,89.0923614501953,89.8141326904297,89.8053588867188,94.6938018798828,90.9405212402344,91.313362121582,91.190803527832,95.2892456054688
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.99662971496582,..,..,..,..,..,11.3727397918701,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.74072527885437,2.73867583274841,2.88601088523865,3.20746850967407,3.6019332408905,3.50238800048828,3.78952479362488,3.96063780784607,3.98841977119446,4.30396938323975,4.72081470489502,4.81084394454956,4.88485145568848,5.141761302948,5.08042049407959,5.59958744049072,5.67108201980591,5.8695387840271,6.46338224411011,6.48259878158569,6.72793054580688,7.00521755218506,7.52801704406738,7.74187803268433,7.77317428588867,8.28302192687988,6.68737983703613,8.80813121795654,9.12614345550537,9.64003562927246,9.98587417602539,8.329270362854,10.9024095535278,11.4311532974243
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.02907848358154,6.23280143737793,6.38213109970093,6.56217956542969,6.9944543838501,7.21920013427734,7.3652491569519,7.69605302810669,7.90846681594849,8.31036949157715,8.5261058807373,8.80757331848145,9.07697296142578,9.28710556030273,9.64565086364746,9.91062259674072,10.2301940917969,10.5982341766357,10.7907485961914,11.2082796096802,11.6170196533203,11.9889698028564,12.6474800109863,12.832820892334,13.244930267334,13.8086490631104,14.4822702407837,14.7712936401367,15.0582103729248,15.4240369796753
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.98705005645752,..,..,..,..,..,8.46545028686523,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.39520263671875,5.50816488265991,5.73076772689819,6.00479364395142,6.54134607315063,6.28082466125488,6.51666593551636,6.61906290054321,6.46801567077637,6.96585845947266,7.28469467163086,7.30254364013672,7.31785726547241,7.51083278656006,7.2661190032959,7.77355003356934,7.86158418655396,7.98429489135742,8.23158264160156,8.1946907043457,8.42505741119385,8.63506126403809,8.83496189117432,8.99456691741943,8.95567035675049,8.96586990356445,7.53694009780884,9.5231237411499,9.59247493743896,10.0706567764282,10.4590263366699,8.56902980804443,10.9719343185425,11.0080327987671
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.17296314239502,9.52122497558594,9.52581977844238,9.55923938751221,9.75161457061768,10.0927848815918,10.1569766998291,10.2974405288696,10.4224529266357,10.5798654556274,10.7136535644531,10.6625289916992,10.8492212295532,10.9277868270874,10.9761457443237,11.0584058761597,11.0666952133179,11.2898712158203,11.5567646026611,11.9544897079468,11.9256401062012,12.00119972229,12.5778503417969,12.7598390579224,12.8409404754639,13.0447835922241,13.7692804336548,13.632625579834,13.3307104110718,14.112699508667
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.04545021057129,..,..,..,..,..,9.99147033691406,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03255987167358,4.08572578430176,4.27105188369751,4.56787443161011,5.0306248664856,4.85308790206909,5.11537599563599,5.25385093688965,5.19567346572876,5.60021877288818,5.97046613693237,6.02643585205078,6.07257032394409,6.29852628707886,6.14752292633057,6.660973072052,6.74071359634399,6.90242958068848,7.32731866836548,7.31945276260376,7.55754518508911,7.80185794830322,8.16673851013184,8.35409832000732,8.35123920440674,8.61690044403076,7.0987401008606,9.15787887573242,9.35442161560059,9.85100078582764,10.2177667617798,8.4456901550293,10.9365139007568,11.2232904434204
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5234112739563,7.79522895812988,7.87672805786133,7.99047708511353,8.30882453918457,8.58625793457031,8.69220161437988,8.93426322937012,9.10612106323242,9.39317226409912,9.57169818878174,9.69538307189941,9.92632102966309,10.073992729187,10.2841367721558,10.4618892669678,10.6321430206299,10.9309425354004,11.1570768356323,11.5664396286011,11.76535987854,11.9948501586914,12.6140098571777,12.797812461853,13.0503797531128,13.4416723251343,14.1386003494263,14.2238140106201,14.2185697555542,14.7866096496582
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.649320006370544,..,..,..,..,..,1.17559003829956,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687699973583221,0,0,0,0,0.843869984149933,0,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.520163536071777,0.524367570877075,0.557651698589325,0.586548388004303,0.613341152667999,0.65248715877533,0.687861144542694,0.690761804580688,0.701426565647125,0.754842877388,0.797179639339447,0.809225380420685,0.851767897605896,0.820816576480865,0.870697617530823,0.917819738388062,0.974833428859711,1.08486878871918,1.12054789066315,1.1878000497818,1.26415002346039,1.36390995979309,1.48143005371094,1.53185439109802,1.64228999614716,1.67812311649323,1.7606600522995,1.79885387420654,1.89464998245239,1.92132234573364
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.886659979820251,..,..,..,..,..,1.38542997837067,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22157001495361,0,0,0,0,1.30381000041962,0,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52347683906555,1.58938431739807,1.58108282089233,1.5923992395401,1.67077744007111,1.76445066928864,1.75740492343903,1.85252749919891,1.78703081607819,1.72380769252777,1.80431950092316,1.80882966518402,1.84252405166626,1.77539658546448,1.71996581554413,1.69664525985718,1.86533951759338,1.9408848285675,2.02915287017822,2.20736002922058,2.31552004814148,2.06640005111694,2.2558000087738,2.29684472084045,2.45290994644165,2.38841414451599,2.44090008735657,2.46324777603149,2.40443992614746,2.48482394218445
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.761659979820251,..,..,..,..,..,1.27531003952026,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946200013160706,0,0,0,0,1.06719994544983,0,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.997052550315857,1.03038859367371,1.04421925544739,1.06590259075165,1.11743319034576,1.1814843416214,1.19623231887817,1.24374032020569,1.21860456466675,1.2171471118927,1.27856707572937,1.28765118122101,1.32658624649048,1.27864253520966,1.27824985980988,1.29188001155853,1.40273284912109,1.49665081501007,1.55506670475006,1.67716002464294,1.76947999000549,1.70131003856659,1.85371994972229,1.8988037109375,2.03264999389648,2.01936197280884,2.08855009078979,2.11829996109009,2.14243006706238,2.19523477554321
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,5630.52071777455,5605.11192600296,5791.12495970775,5966.04091963721,6468.92626131953,6909.89938001829,7359.08818834797,7630.16852831668,8030.41843424605,8532.90850294845,8962.20221346839,9166.68366570088,9803.55841895994,10241.9208584542,10804.60079545,10466.5826249742,11075.9542252969,11797.2625883093,12269.0192959597,12422.7611263149,12803.9755149228,13239.4087570405,12981.0786679366,13457.0657913478,14343.392033437,14857.2585929109,15363.399577583,15798.287273287,16389.3381047529,16464.0395067145,16167.3745586043,16181.5887481801,16164.419040336,16320.127298241,16388.2805024147,16532.382036352,16607.2063366774,16653.6770544776,16435.7869875262,16678.932595154,17037.0722808289,16840.2192653942,16961.115620332,17209.3757182793,17265.7356926325,16948.8119058894,16508.3299220879,16683.2041681193,16377.391028889,15450.1913153969,15269.2906072599,15644.5890254761,15336.9902310045,15751.6925405074,15589.9692685564,..,..,..,..,..,..,..,..,..
